Filename,recording_key,date,collection,Time_of_day,Season,window_start_sec,SST_c,WSPD_mps,WDIR_deg,RMS,Floor,Dynamics,Click_Count,Click_Frequency,Event_Count,Mean_Duration,Max_Duration,centroid,bandwidth,rolloff,aci,ADI,entropy,band_100_500,band_500_1000,band_1000_2000,pwr_0100_0200,pwr_0200_0300,pwr_0300_0400,pwr_0400_0500,pwr_0500_0600,pwr_0600_0700,pwr_0700_0800,pwr_0800_0900,pwr_0900_1000,pwr_1000_1100,pwr_1100_1200,pwr_1200_1300,pwr_1300_1400,pwr_1400_1500,pwr_1500_1600,pwr_1600_1700,pwr_1700_1800,pwr_1800_1900,pwr_1900_2000,zcr_fullband,Lagodon rhomboides,Bairdiella chrysoura,Orthopristis chrysoptera,Leiostomus xanthurus,Archosargus probatocephalus,Cynoscion nebulosus,Sardine sp,Opsanus beta,Centropomus undecimalis,Ariopsis felis,Synodus foetens,Acanthostracion quadricornis,Bathygobius soporator,Menidia nan,Eucinostomus nan,Strongylura nan,Syngnathus nan,Mugil nan,Oligoplites saurus,Lutjanus griseus,Chilomycterus schoepfii,Chasmodes saburrae,Brevoortia sp,Gobiosoma nan,Achirus lineatus,Lucania parva,Diapterus auratus,Eugerres plumieri,Sarotherodon melanotheron,Microgobius gulosus,Haemulon plumierii,Chaetodipterus faber,Fundulus similis,Elops saurus,Floridichthys carpio,Myrophis punctatus,Selene vomer,Hippocampus zosterae,Sphyraena borealis,Hippocampus erectus,Short-Snouted Pipefish,Monacanthus ciliatus,Symphurus plagiusa,Prionotus scitulus,Mycteroperca microlepis,Sphoeroides nephelus,Prionotus tribulus,Hypanus sabinus,Stephanolepis hispida,Lutjanus synagris,Diplodus holbrookii,Pogonias cromis,Paralichthys albigutta,Fundulus grandis,Sciaenops ocellatus,Urophycis floridana,Menticirrhus saxatilis,Astroscopus y-graecum,Rhinoptera bonasus,Hypanus americanus,Aluterus schoepfii,Nicholsina usta,Calamus arctifrons,Hypanus say,Negaprion brevirostris,Hemirhamphus meeki,shannon_rare_no_anchoa,richness_rare_no_anchoa,total_abundance_no_anchoa
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,160,21.3,3.8,50,0.07975134253501892,-35.41647720336914,23.233356475830078,32,1186.1388279791793,95,0.07446998448502208,0.42811791383219955,1018.4175763804731,372.3401126344864,1360.1390298723898,88.44927215576172,2.2535796719163366,0.7679292096781264,0.023438069969415665,0.13447926938533783,0.8420827388763428,0.004772550892084837,0.004001656547188759,0.0008222106262110174,0.013841650448739529,0.01151625718921423,0.01834379881620407,0.03400077670812607,0.030848881229758263,0.03976954519748688,0.09111560881137848,0.19379642605781555,0.4028644859790802,0.10738757997751236,0.021896935999393463,0.012317311018705368,0.004310901276767254,0.0020478605292737484,0.002665276639163494,0.0036803612019866705,0.11598805329615172,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,170,21.3,3.8,50,0.07854793220758438,-34.030723571777344,20.110599517822266,15,1202.5402244006887,116,0.06117288294628197,0.2996825396825397,1027.5059111945886,366.17347953385706,1363.161672074391,88.32232666015625,2.283309517149266,0.806661939142356,0.04316163435578346,0.18524223566055298,0.7715961337089539,0.013235046528279781,0.007807656656950712,0.0017663514008745551,0.020352579653263092,0.01878272369503975,0.033468205481767654,0.05367958918213844,0.03705567494034767,0.04225606098771095,0.10029042512178421,0.1661136895418167,0.3648243546485901,0.09331008046865463,0.017932213842868805,0.011605019681155682,0.004989799112081528,0.0031021335162222385,0.004181027878075838,0.005247391294687986,0.11315076771945393,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,180,21.3,3.8,50,0.09868587553501129,-35.67778396606445,26.197465896606445,36,1197.8035580348296,73,0.1042437797036623,0.995374149659864,1051.44655367299,359.90153813546954,1375.9766757903133,85.87948608398438,2.2202020041836423,0.725072686903758,0.010201795026659966,0.09634443372488022,0.89345383644104,0.001873975619673729,0.0021474044770002365,0.00046703609405085444,0.005713379010558128,0.005263693165034056,0.011127958074212074,0.02577599324285984,0.020930655300617218,0.03324613720178604,0.10157953947782516,0.18878303468227386,0.4612147808074951,0.10487202554941177,0.01947651244699955,0.0099292928352952,0.003246897831559181,0.0014263495104387403,0.0014233761467039585,0.00150198582559824,0.11417726074620498,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,190,21.3,3.8,50,0.08217338472604752,-35.88511657714844,22.141590118408203,12,1189.1750243103297,90,0.08265054169816076,0.3960090702947846,1021.3951072654921,372.7214569424547,1362.3123345961426,89.00398254394531,2.280646363182681,0.7939006620680534,0.03402985259890556,0.17390833795070648,0.7920617461204529,0.01164789404720068,0.006911114323884249,0.0015919564757496119,0.013878889381885529,0.014487167820334435,0.027088375762104988,0.05174138396978378,0.037607524544000626,0.04298388585448265,0.10646853595972061,0.18720568716526031,0.3656032681465149,0.08876553922891617,0.020298516377806664,0.010403982363641262,0.004984612111002207,0.0028270010370761156,0.002598919440060854,0.0029057632200419903,0.11478613974112457,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,200,21.3,3.8,50,0.0769590362906456,-35.983036041259766,21.06683349609375,12,1185.3387984902104,74,0.10269044554758841,0.9632653061224491,1015.1050140690857,377.23178534420066,1365.6597234810035,97.23321533203125,2.1635276124601215,0.8102411970532349,0.022358499467372894,0.1542166769504547,0.8234248161315918,0.005760494619607925,0.003761125262826681,0.0007919337367638946,0.012044948525726795,0.008561993949115276,0.015607191249728203,0.0347873754799366,0.03714888170361519,0.05811123549938202,0.11388008296489716,0.16191110014915466,0.3308381736278534,0.13726504147052765,0.03496270626783371,0.02789412997663021,0.00887918658554554,0.0027151289395987988,0.0021389417815953493,0.002940388163551688,0.11580697404115704,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,210,21.3,3.8,50,0.09863471984863281,-35.52621078491211,27.570192337036133,34,1191.1879261039337,83,0.08949211813239352,0.5030385487528345,1026.9410995069813,371.3255604665067,1368.8072682533352,88.30340576171875,2.273821159422031,0.753393426673359,0.023035289719700813,0.12896111607551575,0.8480035066604614,0.008280330337584019,0.0045287697575986385,0.0009849740890786052,0.009241214953362942,0.007296931464225054,0.014733063988387585,0.030149444937705994,0.04083637148141861,0.03594531491398811,0.07467572391033173,0.16578596830368042,0.45480144023895264,0.10692168772220612,0.02227950654923916,0.012864124029874802,0.0038128006272017956,0.002054141601547599,0.002296573482453823,0.0025115301832556725,0.11480198417593661,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,220,21.3,3.8,50,0.07544027268886566,-35.345298767089844,20.48764419555664,18,1208.1290152319261,87,0.08574660515547215,0.43882086167800455,1021.2927353834149,370.7012741833699,1362.5371592227377,88.63789367675781,2.28574770467431,0.8071027966203994,0.04307312145829201,0.1621512621641159,0.7947755455970764,0.011840973049402237,0.007950425148010254,0.0014419869985431433,0.02183973602950573,0.01511818915605545,0.025765851140022278,0.042989347130060196,0.033272359520196915,0.045005522668361664,0.1203836053609848,0.17353056371212006,0.34842464327812195,0.10647612810134888,0.019418908283114433,0.011405538767576218,0.005199046339839697,0.0030573627445846796,0.00366253312677145,0.0032172687351703644,0.11412520046039401,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,230,21.3,3.8,50,0.07528074830770493,-35.360633850097656,20.005380630493164,14,1152.1361666211685,109,0.06637791508040526,0.5672562358276645,1041.0247674787179,371.32025123865117,1381.0227396316704,93.1093521118164,2.1896646976574923,0.7674002233045446,0.024287668988108635,0.12267357856035233,0.8530387878417969,0.00370572111569345,0.0032345675863325596,0.0009963237680494785,0.016351057216525078,0.014003748074173927,0.019524097442626953,0.027013501152396202,0.022796079516410828,0.03933614864945412,0.12355970591306686,0.18158559501171112,0.38985225558280945,0.12044189870357513,0.0170071329921484,0.009578627534210682,0.0037398820277303457,0.0020919842645525932,0.0025199460797011852,0.002661770675331354,0.1178667505667215,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,240,21.3,3.8,50,0.09545449912548065,-35.822078704833984,26.18010711669922,36,1199.0062980053933,73,0.10365731680800175,1.006077097505669,1049.3716739941622,358.6426733957822,1371.7799494272042,85.36337280273438,2.259965961793491,0.7376144671155778,0.013233186677098274,0.1129310354590416,0.8738357424736023,0.0026204586029052734,0.002812647260725498,0.0006197720067575574,0.007180308923125267,0.006620828527957201,0.01413537748157978,0.03316374868154526,0.024922586977481842,0.03408849239349365,0.09247054904699326,0.18632465600967407,0.4577709138393402,0.09439913183450699,0.021998805925250053,0.011832447722554207,0.003975789528340101,0.0015737352659925818,0.0016677504172548652,0.0018219739431515336,0.11418857819964214,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,250,21.3,3.8,50,0.08126761764287949,-33.92233657836914,19.41196060180664,7,1171.4873139042804,103,0.06910155648019727,0.4174149659863946,1016.6135577728769,368.4098959930515,1353.1195054198085,91.49293518066406,2.2592467953244366,0.8325301928618581,0.040682122111320496,0.22050908207893372,0.7388087511062622,0.011373191140592098,0.006919344421476126,0.0016512387664988637,0.02073834277689457,0.023953596130013466,0.03718661516904831,0.05350532382726669,0.041329387575387955,0.06453414261341095,0.12329263240098953,0.16127493977546692,0.298873633146286,0.10591251403093338,0.023925811052322388,0.012065479531884193,0.004826315678656101,0.002349464688450098,0.0027921320870518684,0.0034958617761731148,0.11365552614275157,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,260,21.3,3.8,50,0.07788944989442825,-35.382118225097656,20.5280704498291,10,1177.9029038644398,87,0.08685380665676233,0.7492063492063492,1014.4226960769029,372.3384594269889,1359.2896923941416,96.92999267578125,2.1631745540173166,0.8113907067015648,0.020555777475237846,0.15934252738952637,0.8201017379760742,0.006173225119709969,0.003792871255427599,0.0008336961036548018,0.00975598394870758,0.00896221213042736,0.01637202873826027,0.03540461137890816,0.03827362135052681,0.060330044478178024,0.1164650171995163,0.16064345836639404,0.3282324969768524,0.136232390999794,0.03473416715860367,0.027776043862104416,0.008749446831643581,0.002550520235672593,0.0019436082802712917,0.0027745869010686874,0.1143753161813554,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
00-260304-2200.wav,2026-03-04 Night,2026-03-04,night,n,Spring,270,21.3,3.8,50,0.09699186682701111,-35.36573791503906,24.379291534423828,28,1151.9097176178698,76,0.10562119584675976,0.6956916099773243,1043.231594120305,361.38505926730613,1370.6558262942285,84.79324340820312,2.284447714969719,0.7884104182513231,0.017227543517947197,0.20280498266220093,0.7799674868583679,0.0026247273199260235,0.0024138977751135826,0.0006244750111363828,0.011564441956579685,0.01248078141361475,0.023702671751379967,0.043242551386356354,0.04652700200676918,0.076851986348629,0.13059382140636444,0.14789120852947235,0.3772602677345276,0.09027905017137527,0.015551854856312275,0.008615346625447273,0.003045732155442238,0.001552601344883442,0.0021993652917444706,0.0029782550409436226,0.11342578183797708,28,3,14,180,0,0,0,0,0,0,0,0,0,0,45,0,0,8,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3366199714155709,9.979139283993256,296
